Sector,MSME_ID,Export_Volume_PreFTA,Export_Volume_PostFTA_Est,Tariff_PreFTA,Tariff_PostFTA,UK_Demand_Growth,Production_Capacity,Export_Experience,Logistics_Cost,Certifications,Workforce_Size,FTA_Access_Score,UK_Market_Share,Sentiment_Score,Exchange_Rate_Impact,Procurement_Opportunity,Innovation_Index,Target_Export_Growth
footwear,MSME_FO28922,0.35,0.47,14.99,0.96,4.25,14.54,6,4.77,1,400,0.57,2.45,0.51,7.77,False,0.46,75.4
pharmaceuticals,MSME_PH28923,2.87,4.0,4.6,4.81,7.78,36.49,3,3.75,3,283,0.17,6.5,0.78,7.76,False,0.89,94.83
marine products,MSME_MA28924,0.48,0.55,9.97,0.66,0.22,97.5,7,1.51,0,131,0.47,2.58,0.64,1.84,False,0.45,9.24
alcoholic beverages,MSME_AL28925,1.37,1.55,109.45,30.27,9.85,45.2,11,4.84,2,138,0.61,3.76,0.37,9.13,False,0.31,89.97
gems and jewelry,MSME_GE28926,8.32,9.52,5.2,3.78,12.26,67.27,20,3.05,2,323,0.44,5.38,0.63,-7.5,False,0.43,51.09
gems and jewelry,MSME_GE28927,4.6499999999999995,5.63,12.03,0.32,8.87,3.08,11,0.55,0,5,0.71,4.4,0.6,-0.44,False,0.38,86.9
chemicals,MSME_CH28928,0.17,0.21,18.43,0.01,11.46,185.33,5,4.07,1,233,0.79,5.61,0.79,5.37,True,0.32,68.64
leather,MSME_LE28929,8.49,12.73,30.19,4.31,-3.22,58.05,15,4.46,1,41,0.35,7.21,0.46,2.38,False,0.45,68.25
gems and jewelry,MSME_GE28930,4.239999999999999,6.21,6.0,1.18,4.45,188.19,17,3.47,1,376,0.51,7.73,0.65,-2.9,False,0.34,55.52
electronics,MSME_EL28931,1.62,2.13,0.95,4.97,17.22,197.39,8,2.61,3,385,0.0,4.94,0.67,8.85,True,0.68,9.77
leather,MSME_LE28932,4.529999999999999,6.04,35.29,3.39,4.31,104.8,0,2.28,1,148,0.56,8.25,0.58,5.74,False,0.45,32.27
electronics,MSME_EL28933,4.04,5.65,15.62,5.0,10.32,65.86,1,1.02,3,436,0.6,6.38,0.81,-7.96,True,0.76,35.24
alcoholic beverages,MSME_AL28934,4.93,5.68,133.38,37.25,3.99,130.61,20,1.8,2,388,0.46,3.15,0.56,-6.94,False,0.46,5.23
gems and jewelry,MSME_GE28935,0.53,0.77,17.62,2.44,11.35,121.66,16,0.8,1,81,0.71,8.86,0.66,-5.07,False,0.46,59.95
gems and jewelry,MSME_GE28936,14.2,19.73,19.19,2.95,13.99,23.27,15,3.07,2,94,0.77,3.06,0.55,4.28,False,0.36,5.61
gems and jewelry,MSME_GE28937,3.08,3.43,33.31,3.32,8.68,17.79,20,2.94,0,69,0.67,5.12,0.68,-5.48,False,0.33,28.17
alcoholic beverages,MSME_AL28938,17.42,21.93,123.74,32.92,3.94,44.51,16,4.65,1,353,0.47,6.83,0.46,4.75,False,0.38,80.28
textiles,MSME_TE28939,2.3200000000000003,3.26,11.75,2.39,10.76,69.62,4,0.86,0,230,0.67,5.91,0.66,5.18,False,0.35,95.21
gems and jewelry,MSME_GE28940,6.9799999999999995,8.56,5.21,0.04,14.61,199.62,14,1.04,0,446,0.86,2.42,0.67,2.64,False,0.43,79.44
chemicals,MSME_CH28941,1.82,2.47,20.1,2.96,0.74,116.67,11,1.4,1,418,0.44,2.01,0.68,2.63,True,0.4,68.97
footwear,MSME_FO28942,6.1,7.64,30.52,3.39,8.62,131.51,4,1.11,3,422,0.66,1.16,0.55,7.71,False,0.49,89.05
chemicals,MSME_CH28943,1.1600000000000001,1.47,4.87,3.27,0.99,175.58,14,1.37,0,182,0.19,4.11,0.72,5.82,True,0.38,96.99
gems and jewelry,MSME_GE28944,0.44000000000000006,0.52,31.98,2.05,4.59,135.71,20,3.1,0,123,0.58,1.76,0.7,-1.44,False,0.3,72.05
alcoholic beverages,MSME_AL28945,1.86,2.76,111.92,31.77,2.65,71.13,0,4.83,0,85,0.42,5.35,0.38,6.47,False,0.48,31.77
pharmaceuticals,MSME_PH28946,1.6900000000000002,2.28,38.19,2.59,13.67,11.13,16,3.43,3,5,0.81,6.92,0.76,-2.91,False,0.86,75.19
marine products,MSME_MA28947,0.63,0.81,11.1,3.64,10.09,138.92,17,1.68,2,280,0.59,7.95,0.61,-0.2,False,0.46,80.3
marine products,MSME_MA28948,7.29,10.4,39.1,3.3,6.84,188.25,6,3.05,0,306,0.63,8.7,0.54,6.58,False,0.38,31.84
textiles,MSME_TE28949,8.219999999999999,10.68,10.25,1.35,3.61,111.43,10,0.94,2,53,0.52,3.93,0.74,7.25,False,0.47,73.81
electronics,MSME_EL28950,2.22,2.57,6.55,0.04,15.43,80.74,11,2.72,3,78,0.88,1.71,0.71,1.64,True,0.74,77.31
alcoholic beverages,MSME_AL28951,6.949999999999999,7.72,112.72,33.45,13.15,107.97,17,1.58,3,204,0.68,7.31,0.42,-0.09,False,0.34,74.37
footwear,MSME_FO28952,2.5100000000000002,3.1,8.78,4.87,3.54,60.89,18,2.47,3,338,0.31,5.11,0.48,8.92,False,0.38,99.17
pharmaceuticals,MSME_PH28953,4.779999999999999,6.25,25.52,4.61,6.02,94.02,13,3.97,3,380,0.56,9.61,0.8,1.31,False,0.4,62.62
leather,MSME_LE28954,12.709999999999999,18.45,19.75,2.82,-0.03,168.68,9,2.21,3,409,0.43,2.89,0.48,-5.49,False,0.43,92.89
marine products,MSME_MA28955,13.28,17.47,29.2,2.49,11.17,116.69,3,2.56,2,350,0.74,5.17,0.54,0.48,False,0.38,30.28
electronics,MSME_EL28956,0.43000000000000005,0.57,16.89,2.63,19.12,140.57,0,4.66,2,456,0.9,4.92,0.67,-1.45,True,0.63,55.66
leather,MSME_LE28957,14.25,16.17,34.82,4.84,2.35,33.13,14,3.7,3,422,0.49,5.13,0.46,3.03,False,0.38,38.71
leather,MSME_LE28958,18.41,21.12,6.33,1.88,1.09,40.8,10,2.78,1,371,0.38,2.38,0.45,0.1,False,0.5,85.01
footwear,MSME_FO28959,13.67,15.88,9.23,2.93,9.29,8.1,18,1.57,3,71,0.57,0.37,0.55,-5.89,False,0.34,58.78
chemicals,MSME_CH28960,4.4399999999999995,5.93,3.41,0.22,1.26,86.77,9,4.5,3,31,0.5,7.55,0.74,2.44,True,0.39,69.48
textiles,MSME_TE28961,2.46,2.99,14.65,3.61,0.31,157.76,4,2.15,2,220,0.38,1.83,0.68,-8.27,False,0.48,64.47
footwear,MSME_FO28962,10.459999999999999,13.16,16.22,2.33,13.55,52.54,9,4.06,1,487,0.77,4.86,0.52,-5.65,False,0.4,67.23
textiles,MSME_TE28963,3.89,5.47,12.03,3.98,4.44,71.4,11,1.63,0,106,0.45,9.29,0.82,-9.69,False,0.38,41.2
chemicals,MSME_CH28964,7.08,9.15,30.01,2.06,13.16,23.67,11,3.4,0,186,0.79,7.29,0.67,2.12,True,0.43,12.18
pharmaceuticals,MSME_PH28965,5.529999999999999,6.19,16.6,1.85,12.68,57.27,9,1.22,3,332,0.76,0.76,0.81,6.0,False,0.59,94.86
footwear,MSME_FO28966,0.52,0.73,19.33,0.75,13.04,81.26,15,1.18,0,155,0.81,4.61,0.56,-3.91,False,0.32,55.9
marine products,MSME_MA28967,2.87,3.76,23.41,3.78,1.88,102.94,10,3.02,0,398,0.47,3.31,0.68,-4.65,False,0.34,39.3
chemicals,MSME_CH28968,1.27,1.87,23.71,4.06,8.26,130.26,7,4.66,1,29,0.62,0.31,0.64,-4.59,True,0.49,63.3
pharmaceuticals,MSME_PH28969,9.459999999999999,10.81,28.32,0.5,2.56,189.2,7,2.57,3,305,0.56,5.29,0.78,4.37,False,0.45,75.97
footwear,MSME_FO28970,5.21,7.11,33.04,3.1,8.0,45.69,14,2.79,1,360,0.65,6.11,0.55,-4.07,False,0.45,62.27
chemicals,MSME_CH28971,17.37,25.01,23.36,3.83,6.37,179.68,19,4.57,2,241,0.58,7.53,0.57,-4.21,True,0.35,68.88
chemicals,MSME_CH28972,0.4,0.57,0.07,2.03,6.72,38.81,4,1.33,2,51,0.0,9.92,0.66,-6.52,True,0.46,32.19
leather,MSME_LE28973,5.989999999999999,8.43,19.89,0.47,4.6,194.05,6,2.99,0,43,0.6,2.56,0.45,0.78,False,0.32,74.49
footwear,MSME_FO28974,2.3000000000000003,2.55,3.33,1.54,4.51,143.04,3,2.45,1,231,0.38,8.03,0.62,8.72,False,0.39,31.99
pharmaceuticals,MSME_PH28975,0.87,1.3,38.25,4.17,13.91,72.91,2,4.49,3,253,0.79,2.64,0.82,-6.35,False,0.62,85.18
alcoholic beverages,MSME_AL28976,0.8099999999999999,1.12,147.8,30.65,0.04,28.3,7,3.85,1,479,0.4,6.25,0.54,-3.43,False,0.41,75.56
gems and jewelry,MSME_GE28977,19.200000000000003,23.18,34.61,1.13,14.33,117.51,18,0.18,0,215,0.84,8.25,0.74,1.46,False,0.45,31.81
gems and jewelry,MSME_GE28978,9.53,12.02,27.14,2.58,8.45,163.69,11,1.77,3,162,0.66,9.55,0.58,-8.6,False,0.3,42.21
gems and jewelry,MSME_GE28979,2.77,3.76,23.73,4.35,12.4,58.46,15,1.11,2,38,0.72,0.68,0.61,7.44,False,0.43,95.36
textiles,MSME_TE28980,9.73,11.51,17.4,2.6,11.14,86.1,15,0.5,0,193,0.7,3.44,0.75,6.37,False,0.38,94.63
alcoholic beverages,MSME_AL28981,0.73,1.0,108.15,33.61,7.6,153.33,1,3.69,0,436,0.53,0.46,0.38,-8.91,False,0.36,41.55
leather,MSME_LE28982,0.24000000000000002,0.26,36.21,0.98,-3.82,131.32,5,3.69,2,13,0.39,0.47,0.46,4.08,False,0.42,11.99
chemicals,MSME_CH28983,4.52,5.5,25.58,4.45,2.88,5.37,11,0.9,3,169,0.49,3.89,0.72,8.75,True,0.38,59.06
footwear,MSME_FO28984,0.87,1.24,1.83,0.03,11.31,138.79,12,4.44,0,248,0.77,0.51,0.51,-7.08,False,0.42,23.39
gems and jewelry,MSME_GE28985,8.2,10.44,4.49,3.6,14.82,91.91,5,4.75,3,31,0.47,4.0,0.69,8.27,False,0.43,57.41
marine products,MSME_MA28986,4.609999999999999,6.11,22.64,4.86,10.72,66.78,13,0.2,1,132,0.66,4.53,0.6,1.98,False,0.41,59.43
textiles,MSME_TE28987,23.580000000000002,30.24,16.86,3.66,1.67,49.05,15,1.61,1,270,0.43,0.45,0.68,-8.72,False,0.34,68.36
pharmaceuticals,MSME_PH28988,4.1899999999999995,4.65,37.05,4.15,13.54,78.82,1,2.08,4,299,0.78,7.87,0.82,-4.36,False,0.77,29.23
chemicals,MSME_CH28989,6.239999999999999,8.87,32.12,3.79,0.69,183.19,3,3.17,2,445,0.46,4.19,0.61,6.07,True,0.42,76.37
textiles,MSME_TE28990,1.83,2.27,10.71,1.36,2.44,95.91,14,1.79,2,336,0.5,8.24,0.87,-2.24,False,0.39,20.59
leather,MSME_LE28991,6.6499999999999995,8.85,23.94,1.44,-4.44,9.42,15,0.2,1,324,0.36,1.85,0.47,-6.62,False,0.46,33.69
marine products,MSME_MA28992,2.4,2.89,0.58,2.57,6.95,148.01,1,4.49,2,201,0.0,9.85,0.57,-6.17,False,0.37,24.09
pharmaceuticals,MSME_PH28993,3.3400000000000003,3.96,32.68,0.09,1.0,52.07,2,0.4,4,269,0.52,3.58,0.8,-2.64,False,0.33,76.01
textiles,MSME_TE28994,0.58,0.7,12.48,4.64,12.57,171.31,18,4.07,1,296,0.63,1.5,0.83,9.65,False,0.35,13.42
pharmaceuticals,MSME_PH28995,0.6,0.86,12.84,3.51,11.41,54.07,13,0.46,4,413,0.65,6.8,0.72,7.9,False,0.71,93.41
chemicals,MSME_CH28996,6.489999999999999,8.87,34.1,0.81,9.53,42.76,17,3.12,2,87,0.73,1.51,0.72,9.27,True,0.41,55.4
gems and jewelry,MSME_GE28997,4.84,6.26,39.53,1.07,9.69,98.77,15,0.56,2,249,0.73,0.32,0.64,-8.04,False,0.35,43.75
textiles,MSME_TE28998,10.26,15.09,12.32,3.63,3.41,43.88,8,3.98,0,350,0.44,0.71,0.79,-9.92,False,0.4,65.55
textiles,MSME_TE28999,10.799999999999999,15.45,16.26,3.2,14.5,2.58,16,0.73,0,489,0.76,4.96,0.76,1.93,False,0.5,68.94
pharmaceuticals,MSME_PH29000,2.67,3.66,22.06,4.76,12.38,131.82,1,4.82,4,17,0.7,8.41,0.81,-0.61,False,0.57,19.6
chemicals,MSME_CH29001,7.699999999999999,10.88,38.83,1.28,5.09,6.2,1,0.69,3,78,0.61,7.23,0.66,-9.39,True,0.41,97.58
textiles,MSME_TE29002,9.66,13.64,14.28,2.68,2.65,140.04,11,4.18,1,75,0.47,9.44,0.71,-4.18,False,0.44,74.12
marine products,MSME_MA29003,6.17,8.15,38.18,4.3,8.11,5.77,3,3.69,2,51,0.65,9.75,0.72,6.63,False,0.32,13.66
chemicals,MSME_CH29004,8.389999999999999,9.62,7.65,3.29,14.36,60.3,3,4.04,3,177,0.64,5.86,0.7,7.45,True,0.46,37.15
footwear,MSME_FO29005,2.5,2.93,4.7,0.29,5.44,91.58,14,3.67,3,350,0.61,9.17,0.56,4.68,False,0.43,34.94
textiles,MSME_TE29006,1.04,1.48,18.93,2.27,3.18,23.35,5,4.93,0,76,0.52,9.33,0.68,5.46,False,0.32,87.05
chemicals,MSME_CH29007,5.9399999999999995,6.79,30.94,0.98,6.27,1.45,20,1.85,3,178,0.64,1.65,0.7,-6.74,True,0.44,37.48
alcoholic beverages,MSME_AL29008,8.5,12.71,132.86,35.88,5.99,198.89,4,1.36,2,60,0.51,4.2,0.46,3.82,False,0.42,60.92
marine products,MSME_MA29009,0.26,0.31,22.38,1.55,14.68,70.39,18,2.7,1,260,0.83,5.78,0.58,7.23,False,0.37,31.05
electronics,MSME_EL29010,8.9,10.9,38.8,3.54,11.44,180.93,19,1.85,1,79,0.74,2.13,0.61,9.76,True,0.36,48.77
alcoholic beverages,MSME_AL29011,9.41,12.2,121.9,33.86,2.78,34.89,14,4.02,3,456,0.43,7.96,0.46,-3.04,False,0.37,59.55
gems and jewelry,MSME_GE29012,5.3999999999999995,7.45,29.75,4.98,9.13,159.21,20,2.52,3,124,0.64,2.4,0.72,-9.54,False,0.32,21.25
gems and jewelry,MSME_GE29013,0.7999999999999999,0.93,29.89,4.17,12.9,23.73,2,0.56,3,40,0.75,2.72,0.69,6.65,False,0.41,18.47
pharmaceuticals,MSME_PH29014,0.37,0.42,4.9,3.19,13.79,38.83,16,0.94,2,424,0.52,3.1,0.85,7.35,False,0.62,20.83
marine products,MSME_MA29015,4.09,5.36,11.46,2.16,12.25,192.5,8,2.77,3,192,0.71,7.38,0.6,6.7,False,0.39,45.78
electronics,MSME_EL29016,5.84,7.66,8.86,2.84,11.59,38.19,11,2.15,2,47,0.63,3.48,0.73,1.74,True,0.65,29.65
pharmaceuticals,MSME_PH29017,1.1300000000000001,1.55,15.99,3.71,4.22,36.69,1,3.48,2,362,0.49,9.7,0.79,-3.53,False,0.4,90.89
gems and jewelry,MSME_GE29018,23.14,29.71,11.14,1.17,3.82,176.28,2,4.23,0,399,0.54,6.3,0.63,4.77,False,0.3,94.75
leather,MSME_LE29019,14.57,20.62,23.48,0.78,1.51,197.41,1,3.14,3,155,0.52,2.07,0.49,3.1,False,0.35,18.98
alcoholic beverages,MSME_AL29020,7.34,8.32,109.02,38.23,11.45,104.62,8,4.13,3,150,0.61,8.19,0.36,5.39,False,0.32,42.52
marine products,MSME_MA29021,0.29000000000000004,0.43,13.32,1.98,11.18,180.97,7,3.74,2,262,0.71,2.55,0.68,9.89,False,0.36,29.51
chemicals,MSME_CH29022,4.5,5.24,25.33,0.52,10.11,34.8,14,0.37,3,55,0.74,6.16,0.7,-1.05,True,0.34,85.16
marine products,MSME_MA29023,1.23,1.72,25.76,2.45,11.01,14.34,18,4.17,2,386,0.73,7.84,0.53,-7.47,False,0.35,11.88
leather,MSME_LE29024,3.8000000000000003,5.57,1.07,0.86,4.45,105.43,9,4.89,1,48,0.21,5.49,0.53,4.87,False,0.38,68.84
gems and jewelry,MSME_GE29025,10.73,16.09,8.73,0.62,12.6,58.86,3,3.58,0,252,0.78,9.4,0.59,-6.24,False,0.43,21.47
leather,MSME_LE29026,8.209999999999999,11.07,36.95,0.65,-0.18,87.84,6,0.63,3,218,0.49,0.4,0.42,-5.83,False,0.47,33.73
marine products,MSME_MA29027,4.77,5.4,29.82,4.36,13.3,1.7,5,2.72,2,40,0.76,3.25,0.58,2.14,False,0.31,55.77
chemicals,MSME_CH29028,0.48,0.7,18.87,4.63,2.92,94.96,13,1.5,1,210,0.45,5.56,0.7,-1.97,True,0.5,53.86
leather,MSME_LE29029,2.65,3.26,30.97,4.2,2.27,69.24,3,4.19,1,219,0.49,0.92,0.5,5.35,False,0.45,13.3
gems and jewelry,MSME_GE29030,1.9200000000000002,2.18,34.4,1.84,3.51,56.33,7,1.76,0,69,0.56,5.82,0.6,-6.86,False,0.48,81.05
gems and jewelry,MSME_GE29031,8.24,10.02,26.6,1.76,6.25,61.88,6,1.89,3,128,0.62,0.14,0.64,2.65,False,0.49,63.68
alcoholic beverages,MSME_AL29032,1.25,1.87,138.44,34.06,5.21,197.78,17,1.6,1,98,0.51,5.49,0.52,2.94,False,0.31,26.91
marine products,MSME_MA29033,3.27,3.67,23.17,3.03,8.65,43.44,14,0.33,2,24,0.65,2.02,0.52,5.43,False,0.44,50.8
textiles,MSME_TE29034,0.69,0.83,17.46,3.68,10.51,196.14,3,3.71,1,324,0.66,7.5,0.69,-3.8,False,0.37,97.12
chemicals,MSME_CH29035,3.19,4.15,17.95,3.9,3.29,14.76,4,0.21,1,330,0.47,2.29,0.74,-3.24,True,0.34,25.32
textiles,MSME_TE29036,4.18,5.48,16.21,4.6,6.8,168.76,7,4.25,0,142,0.53,3.23,0.69,-6.5,False,0.32,9.02
chemicals,MSME_CH29037,3.95,5.83,10.2,0.92,2.85,150.18,14,4.89,2,442,0.53,1.36,0.74,-3.96,True,0.34,14.43
electronics,MSME_EL29038,0.38,0.55,22.38,4.09,11.75,96.61,18,2.51,3,417,0.7,9.0,0.75,6.28,True,0.38,51.56
electronics,MSME_EL29039,7.409999999999999,9.48,15.12,2.76,18.86,71.11,14,0.4,1,83,0.88,8.15,0.67,4.29,True,0.63,90.71
alcoholic beverages,MSME_AL29040,0.88,1.3,127.57,31.62,0.15,32.48,5,4.18,1,298,0.38,5.95,0.43,-3.03,False,0.31,21.92
alcoholic beverages,MSME_AL29041,2.31,2.67,149.98,35.38,14.05,104.02,8,2.68,0,448,0.73,5.09,0.47,-4.05,False,0.37,21.29
leather,MSME_LE29042,1.11,1.24,37.26,2.33,0.5,156.09,3,1.49,0,455,0.48,0.44,0.51,4.38,False,0.49,50.79
footwear,MSME_FO29043,12.25,13.53,24.66,1.76,2.16,0.77,3,3.21,0,17,0.52,1.93,0.57,5.16,False,0.38,31.01
pharmaceuticals,MSME_PH29044,0.76,1.12,31.84,2.19,10.42,67.69,12,2.65,4,376,0.73,9.24,0.74,1.12,False,0.4,59.85
leather,MSME_LE29045,6.409999999999999,8.99,39.42,0.64,4.05,7.72,3,1.1,2,304,0.59,4.26,0.45,7.98,False,0.42,77.06
leather,MSME_LE29046,0.36,0.45,1.81,1.48,-4.38,23.18,8,0.37,0,203,0.0,5.15,0.57,5.49,False,0.49,6.02
gems and jewelry,MSME_GE29047,8.16,10.48,16.45,3.08,9.87,118.55,2,1.9,2,340,0.65,3.41,0.63,1.04,False,0.44,5.8
pharmaceuticals,MSME_PH29048,23.770000000000003,27.0,11.71,2.01,7.81,122.19,8,4.97,4,328,0.61,2.09,0.84,5.48,False,0.58,35.12
leather,MSME_LE29049,3.25,4.19,27.41,0.34,-2.02,46.45,5,0.51,0,241,0.44,8.61,0.48,2.98,False,0.44,36.92
textiles,MSME_TE29050,5.76,7.51,15.69,2.55,10.77,157.42,5,1.7,0,437,0.69,5.14,0.73,6.31,False,0.34,56.01
pharmaceuticals,MSME_PH29051,15.74,18.42,20.64,0.56,4.79,19.27,4,3.13,2,54,0.61,9.91,0.75,-3.86,False,0.83,16.52
footwear,MSME_FO29052,2.43,3.6,31.95,2.42,5.14,40.4,19,4.74,0,15,0.59,3.3,0.56,4.78,False,0.46,64.41
leather,MSME_LE29053,15.52,18.5,7.39,0.15,2.71,63.54,7,4.2,2,248,0.56,8.22,0.53,8.19,False,0.36,35.42
textiles,MSME_TE29054,10.17,13.97,14.01,3.41,3.16,34.09,16,2.23,1,302,0.46,6.47,0.79,2.0,False,0.39,10.89
chemicals,MSME_CH29055,12.02,17.85,11.93,0.92,14.64,119.08,8,1.31,3,280,0.83,8.34,0.75,0.21,True,0.49,66.74
footwear,MSME_FO29056,6.34,8.43,14.16,1.31,6.96,160.88,4,2.52,0,414,0.63,7.26,0.51,3.14,False,0.43,47.75
electronics,MSME_EL29057,8.129999999999999,11.77,6.45,1.24,11.26,126.01,3,0.72,0,158,0.69,6.33,0.72,-9.46,True,0.33,21.22
chemicals,MSME_CH29058,3.5700000000000003,4.25,6.72,3.65,12.86,159.32,18,0.7,3,158,0.55,7.57,0.66,-3.76,True,0.46,94.93
footwear,MSME_FO29059,9.719999999999999,11.9,37.51,4.39,4.29,164.18,10,3.36,1,281,0.55,3.25,0.55,5.85,False,0.48,67.76
leather,MSME_LE29060,4.159999999999999,6.16,20.57,2.83,0.69,103.85,6,4.73,0,205,0.45,6.93,0.42,9.66,False,0.35,66.76
marine products,MSME_MA29061,0.91,1.29,21.06,2.2,8.31,75.85,7,4.74,3,293,0.66,0.25,0.62,1.92,False,0.33,83.98
marine products,MSME_MA29062,4.869999999999999,6.12,3.54,2.31,4.61,78.84,3,0.67,2,135,0.29,4.51,0.52,-1.77,False,0.34,82.58
leather,MSME_LE29063,0.7,0.77,4.99,2.8,-3.94,143.37,17,3.91,2,283,0.12,5.41,0.52,-7.33,False,0.43,63.79
gems and jewelry,MSME_GE29064,1.31,1.46,20.61,2.64,9.43,48.44,16,0.71,2,34,0.67,3.28,0.69,5.39,False,0.44,8.83
chemicals,MSME_CH29065,0.52,0.63,30.03,2.44,10.77,113.48,15,2.2,2,247,0.73,1.89,0.73,2.87,True,0.35,86.03
marine products,MSME_MA29066,1.51,2.02,23.32,4.98,1.21,39.91,11,0.36,0,347,0.42,2.26,0.53,-1.37,False,0.34,70.36
chemicals,MSME_CH29067,0.1,0.11,3.17,2.14,9.36,195.1,11,0.37,3,134,0.4,9.93,0.78,-6.27,True,0.41,77.98
pharmaceuticals,MSME_PH29068,0.5,0.57,2.17,1.46,7.15,13.48,8,4.38,3,496,0.34,5.46,0.8,-5.72,False,0.69,92.71
footwear,MSME_FO29069,2.7600000000000002,4.1,2.05,3.82,6.77,1.77,19,0.43,0,275,0.0,6.64,0.57,7.46,False,0.35,33.53
alcoholic beverages,MSME_AL29070,10.41,11.53,131.31,38.36,7.13,0.59,4,2.25,3,481,0.53,2.33,0.47,4.49,False,0.31,51.24
textiles,MSME_TE29071,0.19,0.27,13.48,0.13,1.75,167.5,14,3.7,2,25,0.54,3.72,0.64,9.23,False,0.33,98.64
leather,MSME_LE29072,7.42,10.79,23.39,2.79,-3.49,15.49,20,2.08,0,370,0.35,0.94,0.51,-0.84,False,0.5,29.35
textiles,MSME_TE29073,0.6,0.7,11.91,0.88,2.33,182.44,0,1.51,1,274,0.52,7.96,0.76,0.18,False,0.31,63.67
textiles,MSME_TE29074,2.47,2.97,18.35,4.33,12.22,195.3,17,2.59,1,159,0.69,9.77,0.81,-2.16,False,0.42,12.28
chemicals,MSME_CH29075,11.379999999999999,13.43,19.79,4.39,3.15,42.7,16,1.45,2,83,0.47,4.29,0.67,1.35,True,0.42,95.03
leather,MSME_LE29076,6.26,8.74,2.11,4.6,-2.7,98.65,17,2.55,2,295,0.0,5.19,0.47,-8.86,False,0.44,59.25
gems and jewelry,MSME_GE29077,2.79,3.18,22.18,4.29,2.25,65.11,13,3.27,0,300,0.46,4.12,0.65,-7.07,False,0.48,67.96
marine products,MSME_MA29078,13.93,19.06,22.96,3.24,11.84,84.47,11,2.95,0,164,0.73,1.04,0.53,-0.49,False,0.42,66.85
gems and jewelry,MSME_GE29079,22.44,29.29,26.63,1.59,11.15,83.65,19,0.74,3,114,0.75,7.2,0.64,-9.8,False,0.45,60.52
alcoholic beverages,MSME_AL29080,7.52,8.64,136.19,37.19,10.81,67.09,11,1.06,3,278,0.63,2.15,0.43,7.75,False,0.43,61.94
electronics,MSME_EL29081,0.33999999999999997,0.48,10.08,1.8,17.88,44.02,14,3.97,2,71,0.86,8.96,0.6,-6.66,True,0.55,37.58
marine products,MSME_MA29082,0.73,1.04,38.76,3.76,14.48,107.42,19,2.35,2,211,0.81,5.34,0.54,6.46,False,0.43,49.92
textiles,MSME_TE29083,11.23,13.48,12.63,4.98,12.52,145.96,14,4.85,0,313,0.62,7.57,0.86,-6.93,False,0.44,23.1
alcoholic beverages,MSME_AL29084,2.79,4.11,142.79,38.83,9.49,182.83,8,0.19,3,32,0.6,2.53,0.36,7.15,False,0.31,36.35
electronics,MSME_EL29085,8.31,11.6,24.53,3.23,12.02,24.69,16,0.85,3,202,0.73,2.21,0.81,-2.7,True,0.63,18.46
gems and jewelry,MSME_GE29086,1.6,2.24,18.83,1.13,10.1,118.74,14,4.2,1,146,0.72,2.93,0.68,3.13,False,0.42,60.62
electronics,MSME_EL29087,5.279999999999999,5.88,12.03,1.56,11.16,101.25,1,4.57,3,401,0.71,5.94,0.71,2.73,True,0.52,40.31
marine products,MSME_MA29088,12.49,13.94,36.44,2.68,11.83,144.02,18,2.45,0,323,0.76,1.77,0.63,4.59,False,0.46,45.63
leather,MSME_LE29089,3.56,4.63,19.36,0.9,4.01,189.05,5,3.67,1,336,0.58,6.02,0.46,3.52,False,0.38,56.97
chemicals,MSME_CH29090,3.47,5.15,11.79,0.45,7.36,31.79,6,0.51,1,200,0.66,7.17,0.72,-9.13,True,0.32,87.28
footwear,MSME_FO29091,1.09,1.35,9.24,2.2,5.75,48.01,2,3.78,2,219,0.52,4.47,0.58,-8.29,False,0.47,70.6
pharmaceuticals,MSME_PH29092,2.97,3.73,0.73,3.38,11.45,196.23,7,2.84,5,142,0.0,7.28,0.69,-8.68,False,0.81,12.7
electronics,MSME_EL29093,0.72,0.94,36.44,1.38,11.74,150.79,20,4.83,1,442,0.77,6.17,0.64,4.98,True,0.67,9.3
alcoholic beverages,MSME_AL29094,2.02,2.61,145.83,35.86,9.16,90.6,13,0.57,0,73,0.61,8.88,0.47,-5.87,False,0.3,45.76
alcoholic beverages,MSME_AL29095,0.19,0.26,143.71,37.91,7.32,65.02,3,2.96,0,456,0.55,0.64,0.47,9.1,False,0.37,90.7
marine products,MSME_MA29096,2.44,3.53,8.97,4.88,12.71,164.73,4,2.57,3,188,0.55,0.68,0.59,1.84,False,0.33,96.64
marine products,MSME_MA29097,5.33,7.07,25.72,2.33,9.44,188.95,11,2.01,3,174,0.69,5.39,0.57,3.6,False,0.38,56.47
pharmaceuticals,MSME_PH29098,0.76,1.12,24.28,2.09,14.79,60.33,3,3.48,4,29,0.83,0.35,0.77,9.3,False,0.71,42.17
pharmaceuticals,MSME_PH29099,1.76,2.16,19.07,1.55,0.05,30.66,15,3.09,5,95,0.46,6.4,0.74,9.07,False,0.31,10.45
electronics,MSME_EL29100,1.52,2.28,33.47,3.31,17.98,32.51,16,0.17,0,322,0.9,4.25,0.7,-4.14,True,0.34,90.49
electronics,MSME_EL29101,0.63,0.82,16.37,1.54,19.46,65.32,7,1.85,0,195,0.94,4.91,0.74,2.37,True,0.4,37.71
